,Unnamed: 0,Unnamed: 0.1,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
44770,44770,44770,54501,8,15,2,1,2,1,53,2.0,16,0,0,90,1
44213,44213,44213,30508,8,11,0,0,0,2,46,1.0,2,0,0,82,0
29647,29647,29647,10598,7,31,0,0,2,1,29,2.0,3,0,0,45,0
49761,49761,49761,69731,1,17,0,1,0,2,30,5.0,3,1,0,61,0
26768,26768,26768,28549,7,0,0,0,2,1,31,3.0,4,0,0,52,0
9773,9773,9773,28635,4,31,0,1,0,1,29,3.0,1,1,0,62,0
44393,44393,44393,19839,8,11,0,1,1,1,30,5.0,7,1,0,79,0
38239,38239,38239,39054,8,24,0,0,0,1,35,3.0,7,0,0,80,0
46234,46234,46234,54960,4,14,0,1,2,1,44,4.0,12,0,0,62,0
10336,10336,10336,4991,2,31,2,0,0,1,37,5.0,7,0,0,49,0
28785,28785,28785,4087,7,11,0,0,0,1,35,5.0,3,1,0,49,0
26620,26620,26620,32241,3,11,0,0,0,1,36,1.0,10,0,0,62,0
1040,1040,1040,29986,2,11,0,1,2,1,39,4.0,4,0,0,44,0
13038,13038,13038,70146,5,30,0,0,0,1,32,3.0,1,0,0,64,0
10096,10096,10096,18467,7,11,0,1,0,1,32,5.0,5,0,0,46,0
40087,40087,40087,57256,2,11,2,0,0,1,44,3.0,15,0,0,50,0
10713,10713,10713,6089,4,14,2,1,2,1,32,3.0,7,0,0,61,0
15072,15072,15072,57754,0,15,0,1,0,3,30,4.0,2,0,0,82,0
13401,13401,13401,73150,4,2,0,0,0,1,38,5.0,5,1,0,65,0
1480,1480,1480,21317,7,22,0,1,0,1,26,5.0,2,1,0,48,0
52351,52351,52351,63935,8,31,2,0,2,1,45,1.0,7,1,0,80,0
28886,28886,28886,69635,4,14,0,1,0,1,47,4.0,4,1,0,58,0
36344,36344,36344,60948,7,11,0,1,0,2,35,4.0,4,0,0,47,0
16703,16703,16703,21844,7,21,0,1,0,1,24,3.0,1,0,0,46,0
42940,42940,42940,4255,4,6,0,0,0,1,30,5.0,6,0,0,76,1
38224,38224,38224,61120,7,4,0,0,0,1,32,2.0,6,1,0,49,0
38160,38160,38160,71757,7,11,2,0,0,1,47,4.0,16,1,0,51,1
48132,48132,48132,71431,7,17,0,1,2,1,27,3.0,1,0,0,49,0
2788,2788,2788,19552,8,30,0,0,0,1,28,3.0,1,1,0,82,0
50250,50250,50250,71309,3,14,1,1,0,1,24,4.0,1,1,0,61,0
51139,51139,51139,72409,7,24,0,1,0,1,25,2.0,2,1,0,44,0
23231,23231,23231,45468,1,11,0,0,0,1,41,5.0,10,1,0,53,0
4876,4876,4876,15618,7,11,2,1,0,2,60,2.0,4,0,0,48,0
2115,2115,2115,8257,7,20,0,1,0,1,30,3.0,5,0,0,50,0
47673,47673,47673,27799,7,11,0,1,2,2,21,1.0,2,0,0,47,0
26560,26560,26560,56700,8,31,0,0,0,1,39,4.0,8,0,0,84,0
49849,49849,49849,32060,4,11,2,0,0,1,42,5.0,5,1,0,61,0
41685,41685,41685,56317,7,14,0,1,2,1,30,3.0,1,0,0,49,0
49799,49799,49799,28809,0,11,0,1,0,2,30,4.0,6,1,0,83,0
28687,28687,28687,13491,7,18,0,0,0,1,39,2.0,5,0,0,51,0
44167,44167,44167,77409,7,11,0,1,2,1,26,4.0,3,0,0,48,0
53912,53912,53912,69384,4,31,0,1,2,2,29,4.0,6,0,0,62,0
39033,39033,39033,16372,4,10,0,0,0,2,32,2.0,5,0,0,64,0
5036,5036,5036,9161,4,14,1,0,2,2,24,3.0,1,0,0,61,0
29120,29120,29120,66781,4,20,2,0,0,1,35,5.0,10,1,0,60,0
32337,32337,32337,69060,7,31,0,1,2,4,26,3.0,1,0,0,48,0
37908,37908,37908,40359,8,11,0,0,2,1,36,3.0,7,0,0,82,0
30456,30456,30456,56171,8,31,2,0,0,2,39,5.0,12,1,0,84,1
17839,17839,17839,72494,7,29,0,1,0,1,37,5.0,7,1,0,50,0
52704,52704,52704,49616,8,4,0,0,0,1,40,1.0,11,0,0,82,0
47825,47825,47825,39758,5,7,0,0,0,1,34,4.0,3,1,0,67,0
9148,9148,9148,9678,5,11,0,0,2,1,48,3.0,5,0,0,69,0
8794,8794,8794,77226,8,11,0,0,2,1,32,4.0,2,1,0,80,0
26085,26085,26085,67958,0,15,0,1,2,1,30,3.0,5,0,0,85,0
24952,24952,24952,30421,5,11,0,1,0,1,43,1.0,17,0,0,74,0
27962,27962,27962,34553,7,11,0,0,0,1,26,5.0,2,1,0,53,0
8023,8023,8023,4265,7,5,0,1,0,1,37,5.0,4,0,0,51,0
31212,31212,31212,27625,7,21,0,1,0,2,30,3.0,1,0,0,50,0
28970,28970,28970,61148,7,31,0,1,2,2,37,4.0,4,0,0,48,0
27712,27712,27712,73085,7,29,0,1,2,1,30,1.0,5,0,0,45,0
35651,35651,35651,75528,2,11,0,0,2,1,52,4.0,9,0,0,50,0
12568,12568,12568,3892,5,11,2,0,2,1,37,1.0,7,1,0,72,0
10257,10257,10257,2,1,11,2,0,2,1,35,1.0,2,0,0,63,0
11608,11608,11608,53873,0,11,0,1,0,2,32,4.0,7,1,0,85,0
31035,31035,31035,11962,6,11,2,1,0,1,43,3.0,11,0,0,85,0
48974,48974,48974,28045,4,14,0,1,0,1,38,4.0,5,0,0,56,0
46836,46836,46836,27458,7,4,0,1,2,1,53,3.0,6,0,0,48,0
27593,27593,27593,62699,7,15,0,1,0,1,32,5.0,5,0,0,52,0
26118,26118,26118,19856,7,18,2,1,2,1,32,4.0,5,0,0,44,0
13253,13253,13253,72660,0,0,2,1,0,1,31,3.0,4,0,0,85,0
15583,15583,15583,16927,4,25,0,1,0,1,33,4.0,5,1,0,58,0
44116,44116,44116,57102,8,4,0,0,0,1,22,3.0,3,1,0,83,1
15669,15669,15669,57810,4,14,2,0,0,1,57,3.0,11,0,0,56,0
52560,52560,52560,23489,4,18,2,1,0,1,40,4.0,3,1,0,61,0
29206,29206,29206,34466,7,19,2,1,2,1,50,1.0,7,1,0,54,0
15571,15571,15571,68226,4,14,0,1,0,1,25,3.0,1,0,0,66,0
20290,20290,20290,13942,3,14,0,1,2,1,32,4.0,2,0,0,62,0
26478,26478,26478,56175,0,14,0,1,0,2,31,3.0,6,0,1,84,1
42416,42416,42416,41297,7,8,2,1,2,1,40,4.0,4,1,0,55,0
29323,29323,29323,59346,4,14,0,1,2,2,28,3.0,1,1,0,63,0
45655,45655,45655,16894,5,14,2,1,2,2,30,3.0,2,0,0,69,0
27119,27119,27119,29643,7,11,0,1,2,3,26,4.0,3,0,0,50,0
35411,35411,35411,4035,4,18,2,1,2,1,32,4.0,7,0,0,57,0
22901,22901,22901,46731,1,14,0,1,0,1,31,3.0,3,1,0,59,0
11977,11977,11977,22226,5,5,0,1,2,1,30,3.0,1,0,0,76,0
37039,37039,37039,8294,0,32,0,1,0,1,28,5.0,6,1,0,83,0
25133,25133,25133,31904,1,11,0,1,0,4,37,3.0,5,0,0,60,0
8699,8699,8699,16128,1,7,0,0,0,1,31,3.0,6,0,0,58,0
4178,4178,4178,14610,8,26,0,1,2,1,45,3.0,14,0,0,73,0
40918,40918,40918,50361,7,24,0,1,2,1,28,3.0,6,0,0,45,0
13007,13007,13007,14889,1,11,0,1,0,3,42,3.0,7,0,0,60,0
13654,13654,13654,69919,8,31,2,0,2,1,36,3.0,7,0,0,81,0
37187,37187,37187,60074,7,30,0,0,2,1,29,1.0,4,0,0,48,0
51919,51919,51919,23306,7,7,0,0,0,1,33,4.0,10,0,0,53,0
28097,28097,28097,56438,4,32,2,1,2,1,38,5.0,6,1,0,61,0
32869,32869,32869,57008,7,11,0,0,0,3,24,3.0,1,1,0,82,1
19285,19285,19285,61834,7,4,0,1,0,1,33,2.0,6,0,0,48,0
54510,54510,54510,69305,6,19,0,1,0,1,35,3.0,5,0,0,88,0
9049,9049,9049,8803,5,11,0,0,0,1,35,1.0,3,0,0,69,0
24590,24590,24590,39454,0,14,0,1,2,1,27,2.0,3,1,0,85,0
27914,27914,27914,61634,8,2,0,0,0,1,33,3.0,9,0,0,81,0
26248,26248,26248,59282,7,16,0,0,0,1,32,3.0,4,1,0,53,0
37245,37245,37245,39151,7,5,0,1,0,1,26,3.0,5,0,0,43,0
7823,7823,7823,18249,7,14,0,0,2,2,28,3.0,6,0,0,50,0
21338,21338,21338,49729,7,11,0,1,0,2,30,3.0,6,1,0,53,0
3732,3732,3732,46121,4,11,2,1,0,1,39,3.0,7,0,0,53,0
41768,41768,41768,41665,4,14,0,1,0,1,52,5.0,21,1,0,54,0
46283,46283,46283,43466,7,15,0,1,0,1,34,3.0,7,1,0,48,0
13896,13896,13896,45752,7,10,0,0,0,1,33,2.0,6,0,0,55,0
18073,18073,18073,73826,5,19,0,0,0,1,28,3.0,4,0,0,66,0
17353,17353,17353,25051,2,11,2,1,0,1,52,5.0,12,0,0,47,0
29358,29358,29358,65845,0,29,0,1,0,1,42,3.0,13,0,0,88,0
52868,52868,52868,53160,4,23,0,0,0,1,37,3.0,2,1,0,57,0
238,238,238,7390,4,3,0,0,2,1,31,5.0,4,1,0,63,0
51533,51533,51533,38348,5,4,2,1,0,1,41,3.0,11,0,0,65,0
25531,25531,25531,16176,1,11,0,0,0,1,31,4.0,5,0,0,56,0
21461,21461,21461,15714,4,13,0,1,2,1,28,3.0,1,1,0,58,0
25270,25270,25270,58474,7,11,0,1,2,1,35,5.0,8,0,0,52,0
34607,34607,34607,75264,8,24,0,1,0,1,31,4.0,4,0,0,82,0
28810,28810,28810,71880,8,21,0,1,0,3,38,4.0,10,0,0,79,0
48641,48641,48641,22929,8,31,2,1,2,1,40,2.0,12,0,0,77,0
33709,33709,33709,16391,1,32,0,1,2,1,31,3.0,3,0,0,56,0
42947,42947,42947,63964,5,24,0,1,2,1,37,4.0,3,1,0,70,0
6413,6413,6413,56874,2,31,2,1,0,1,37,5.0,4,1,0,51,0
32723,32723,32723,17972,2,17,0,1,2,1,33,5.0,6,0,0,49,0
54729,54729,54729,1797,2,11,0,0,0,1,28,3.0,2,0,0,53,0
7276,7276,7276,57294,6,10,0,1,0,2,36,3.0,7,0,0,85,0
3427,3427,3427,67318,5,29,0,1,2,2,27,3.0,3,0,0,67,0
27530,27530,27530,67471,5,31,0,0,2,1,30,2.0,3,0,0,71,0
48273,48273,48273,5908,4,17,0,1,2,1,29,3.0,1,0,0,60,0
40136,40136,40136,58031,7,14,0,1,0,3,29,3.0,1,0,0,49,0
36477,36477,36477,74149,5,24,2,1,0,1,32,3.0,3,0,0,70,0
14596,14596,14596,15841,4,31,0,1,0,1,37,5.0,4,1,0,57,0
41596,41596,41596,3956,7,18,0,1,2,1,34,5.0,7,1,0,46,0
43795,43795,43795,45923,6,4,2,1,0,2,34,5.0,6,1,0,82,0
31693,31693,31693,32312,0,14,0,1,2,3,27,5.0,2,0,0,86,0
10026,10026,10026,4223,4,14,0,1,0,1,27,4.0,4,0,0,59,0
53477,53477,53477,29989,7,6,2,1,2,1,32,2.0,7,1,0,50,0
42308,42308,42308,43196,7,20,2,1,2,1,34,4.0,4,0,0,45,0
54294,54294,54294,71107,0,31,0,1,0,1,28,3.0,6,1,0,88,0
19900,19900,19900,26746,5,26,0,1,0,1,34,3.0,7,0,0,67,0
7948,7948,7948,7940,7,23,0,1,0,2,29,3.0,1,0,0,47,0
51998,51998,51998,10458,0,18,0,1,0,1,36,3.0,10,0,0,82,0
52477,52477,52477,49160,7,3,0,1,2,1,33,3.0,5,0,0,47,0
26109,26109,26109,62632,4,11,2,0,0,1,39,3.0,9,1,0,59,0
12702,12702,12702,65042,7,18,0,1,0,1,33,5.0,6,1,0,52,0
17540,17540,17540,10335,5,6,2,0,0,1,41,5.0,13,1,1,67,0
16474,16474,16474,27019,4,19,0,1,0,1,28,3.0,1,0,0,62,0
41732,41732,41732,19608,1,14,2,1,2,1,31,2.0,4,0,0,61,0
53896,53896,53896,39936,7,11,0,0,2,1,57,3.0,27,0,0,51,0
54652,54652,54652,10223,0,31,0,1,0,2,36,4.0,9,0,0,89,0
24857,24857,24857,49428,4,19,2,1,2,1,45,3.0,16,1,0,59,0
27411,27411,27411,40699,7,22,0,1,0,1,25,3.0,1,0,0,53,0
43189,43189,43189,25173,5,24,0,1,0,2,27,3.0,3,0,0,70,0
37094,37094,37094,21015,4,31,0,0,2,1,43,5.0,2,1,1,82,1
4566,4566,4566,56251,7,4,0,1,2,1,40,5.0,5,1,0,52,0
28260,28260,28260,15487,5,11,0,1,2,5,46,4.0,17,0,0,70,0
20161,20161,20161,43327,0,12,0,1,0,1,27,4.0,2,0,0,85,0
5333,5333,5333,46410,8,28,0,1,0,1,27,4.0,3,1,0,78,0
44528,44528,44528,16017,4,10,2,1,2,1,42,2.0,16,0,0,61,0
21616,21616,21616,31178,4,11,0,0,2,1,25,3.0,1,0,0,58,0
47390,47390,47390,42711,1,11,0,0,0,1,35,3.0,9,0,0,61,0
20307,20307,20307,78156,1,0,0,1,2,1,26,5.0,3,1,0,59,1
2381,2381,2381,54039,0,31,0,1,0,1,45,5.0,12,0,0,85,0
21912,21912,21912,21867,3,24,0,1,2,1,35,3.0,7,0,0,59,0
39178,39178,39178,6669,7,17,2,0,0,1,37,5.0,8,1,0,50,1
36036,36036,36036,20204,4,11,0,0,2,1,32,3.0,3,0,0,57,0
10563,10563,10563,49307,3,19,0,1,2,1,32,3.0,1,0,0,56,0
17837,17837,17837,17535,0,14,0,1,0,1,29,3.0,8,0,0,80,0
6612,6612,6612,39920,0,4,2,1,0,1,32,5.0,7,1,0,81,0
34912,34912,34912,66029,1,7,0,0,0,1,31,5.0,6,1,0,62,0
54499,54499,54499,75816,2,11,2,1,0,1,47,1.0,20,0,0,47,0
8922,8922,8922,55628,0,14,0,1,2,2,27,5.0,2,1,0,83,0
20791,20791,20791,32439,4,11,2,1,2,1,50,3.0,6,0,0,65,0
19504,19504,19504,65576,8,19,0,1,0,2,23,3.0,1,0,0,74,0
16221,16221,16221,24082,5,24,0,0,0,1,29,3.0,1,1,0,66,0
3572,3572,3572,59518,8,11,1,0,2,2,26,5.0,4,1,0,81,0
18766,18766,18766,5530,8,31,0,1,0,1,28,3.0,5,0,0,79,0
10357,10357,10357,15033,4,5,0,1,0,1,37,5.0,4,1,0,63,0
6210,6210,6210,45916,0,11,0,0,0,1,28,4.0,6,1,1,88,1
45728,45728,45728,19834,4,31,0,0,2,1,36,5.0,5,1,0,61,0
43897,43897,43897,43678,7,18,0,1,2,1,24,5.0,2,1,0,49,0
25693,25693,25693,71915,4,11,2,0,2,1,44,3.0,15,0,0,68,0
31137,31137,31137,70794,7,31,2,1,2,1,46,4.0,3,1,0,56,1
15403,15403,15403,63967,7,18,0,1,2,1,41,5.0,4,0,0,48,0
4136,4136,4136,46991,7,11,0,1,2,1,31,2.0,7,1,0,48,0
52114,52114,52114,7044,7,11,0,0,0,1,46,5.0,5,0,0,56,1
44149,44149,44149,64905,5,11,0,0,0,1,52,4.0,24,1,0,74,0
12588,12588,12588,20444,5,18,0,0,0,1,25,5.0,2,1,0,72,0
36065,36065,36065,68822,4,6,0,1,1,1,33,4.0,4,0,0,64,0
37362,37362,37362,62681,7,27,0,1,0,1,33,1.0,5,1,0,47,0
23617,23617,23617,20572,8,23,0,1,0,1,28,3.0,5,0,0,78,0
4141,4141,4141,45587,7,4,0,0,2,1,42,3.0,14,0,0,49,0
11636,11636,11636,8010,3,11,0,0,0,1,27,3.0,2,0,0,57,0
46952,46952,46952,15118,8,14,0,0,0,1,29,3.0,2,1,0,80,1
24086,24086,24086,63623,7,20,0,1,2,1,40,3.0,5,1,0,52,0
7566,7566,7566,52595,8,1,0,1,0,1,32,5.0,5,0,0,81,1
44383,44383,44383,1863,7,16,0,0,0,1,29,3.0,7,0,0,49,0
29783,29783,29783,78273,8,11,0,1,1,1,41,5.0,3,0,0,83,0
19579,19579,19579,4360,8,23,2,1,0,1,37,3.0,7,0,0,85,0
52923,52923,52923,73116,8,18,0,1,2,1,24,4.0,2,0,0,78,0
32170,32170,32170,1599,8,30,1,1,2,1,24,3.0,1,1,0,81,0
44331,44331,44331,1092,0,14,2,1,0,2,31,4.0,9,0,0,78,0
3576,3576,3576,60565,8,11,2,1,2,1,38,5.0,9,0,0,83,1
1224,1224,1224,32746,4,6,0,0,2,1,32,3.0,2,0,0,56,0
45542,45542,45542,48623,5,5,0,1,2,1,27,4.0,2,1,0,70,0
20468,20468,20468,34566,1,10,0,1,0,1,35,4.0,6,0,0,61,0
51579,51579,51579,78098,7,3,0,0,2,1,26,5.0,2,1,0,51,0
44579,44579,44579,51657,1,22,0,0,0,1,31,5.0,5,0,0,71,1
40890,40890,40890,46117,5,31,2,1,0,1,57,3.0,29,0,0,66,0
44664,44664,44664,7226,4,18,0,1,2,1,33,3.0,5,0,0,58,0
53870,53870,53870,67716,0,31,0,1,2,2,36,3.0,10,1,0,84,0
17539,17539,17539,27236,7,31,2,1,0,6,34,4.0,8,0,0,47,0
7519,7519,7519,58918,7,13,0,1,2,3,28,4.0,5,0,0,48,0
51361,51361,51361,54195,7,4,0,1,0,1,26,3.0,2,0,0,49,0
12047,12047,12047,38980,4,14,0,1,0,2,43,2.0,2,0,0,58,0
43093,43093,43093,17611,8,19,0,0,0,1,39,3.0,2,0,0,80,0
2551,2551,2551,55417,0,7,0,1,0,2,30,3.0,5,0,0,89,0
722,722,722,14576,2,5,0,1,0,1,39,3.0,11,0,0,53,0
3133,3133,3133,16856,7,11,0,0,0,1,60,3.0,6,0,1,49,0
48056,48056,48056,64756,7,23,0,1,0,1,31,3.0,4,0,0,49,0
32097,32097,32097,52310,7,11,2,1,2,1,33,5.0,8,1,0,49,0
18060,18060,18060,24926,5,14,0,1,0,1,42,1.0,13,0,0,64,0
17709,17709,17709,46262,4,19,0,1,0,1,37,5.0,7,1,0,64,0
51619,51619,51619,66688,7,6,0,1,2,1,27,4.0,2,1,0,52,0
32158,32158,32158,36278,5,31,2,1,2,1,58,3.0,17,0,0,74,0
32920,32920,32920,14707,8,15,0,1,0,1,33,2.0,9,0,0,81,0
43511,43511,43511,31160,5,14,2,1,0,3,37,3.0,8,0,0,72,0
13504,13504,13504,23159,7,1,2,1,0,1,31,1.0,4,0,0,52,0
11201,11201,11201,7343,0,33,0,1,2,1,24,3.0,1,0,0,83,0
39268,39268,39268,33581,7,14,0,1,0,1,22,2.0,2,1,0,51,0
37404,37404,37404,43269,7,11,0,1,2,1,46,4.0,4,1,0,51,0
42854,42854,42854,51196,5,11,2,1,0,1,34,5.0,10,1,0,74,0
26084,26084,26084,33908,7,14,2,1,2,1,32,3.0,3,1,0,55,0
36081,36081,36081,25785,7,17,0,1,0,1,25,3.0,2,1,0,49,1
38305,38305,38305,4126,1,31,0,0,0,1,28,3.0,4,1,0,58,0
33008,33008,33008,57782,4,6,2,0,2,1,38,5.0,3,1,0,61,1
26129,26129,26129,16975,2,31,2,1,0,1,37,2.0,10,0,0,49,0
3354,3354,3354,35346,0,11,0,1,0,2,38,4.0,4,0,0,87,0
33788,33788,33788,71952,4,31,2,0,2,1,38,3.0,9,1,0,57,0
20231,20231,20231,45506,7,4,2,1,0,1,42,3.0,12,0,0,53,0
30388,30388,30388,15282,2,28,2,1,0,1,38,3.0,7,0,0,48,0
16139,16139,16139,16919,0,20,0,1,0,2,35,3.0,4,1,0,84,0
37747,37747,37747,10707,8,11,0,0,0,1,32,1.0,3,0,0,77,0
29283,29283,29283,6236,5,20,2,0,0,1,33,3.0,7,0,0,68,0
24121,24121,24121,16669,5,7,2,0,2,1,39,5.0,10,1,0,70,0
15011,15011,15011,57500,8,31,0,1,2,2,35,5.0,7,0,0,89,1
11906,11906,11906,3459,4,6,2,1,2,1,37,5.0,11,1,0,55,0
45909,45909,45909,65927,5,6,0,0,0,1,31,3.0,7,0,0,72,0
50186,50186,50186,27229,8,14,0,1,0,1,34,3.0,7,0,0,79,0
42623,42623,42623,60451,7,14,0,1,2,1,24,3.0,2,1,1,50,0
42571,42571,42571,50344,1,4,0,1,0,1,31,3.0,2,0,0,59,0
54186,54186,54186,21128,8,11,0,0,0,2,38,4.0,10,1,0,79,0
9600,9600,9600,4834,1,20,0,0,0,1,29,2.0,3,0,0,62,0
12108,12108,12108,33722,4,6,0,1,0,1,35,4.0,6,0,0,62,0
33031,33031,33031,17750,4,30,0,1,0,1,28,3.0,2,1,0,61,0
26723,26723,26723,46621,5,19,0,1,2,2,27,5.0,3,0,0,71,0
28774,28774,28774,10419,0,11,0,1,0,2,58,3.0,7,1,0,86,0
12611,12611,12611,28556,5,14,2,0,0,1,33,2.0,4,0,0,73,0
11566,11566,11566,50990,4,7,0,1,0,2,29,3.0,2,0,0,62,0
3385,3385,3385,11613,7,25,0,1,0,2,27,5.0,2,0,0,55,0
49302,49302,49302,46608,1,11,2,1,2,1,45,5.0,13,1,0,59,0
15306,15306,15306,47041,2,11,0,1,0,1,41,2.0,11,0,0,45,0
20078,20078,20078,77272,7,14,0,1,2,1,25,4.0,4,1,0,51,0
5414,5414,5414,24710,1,11,0,1,0,1,37,4.0,5,1,0,59,0
11940,11940,11940,38072,4,32,2,0,0,1,43,4.0,5,1,0,58,0
35169,35169,35169,45607,7,17,0,1,0,1,28,2.0,4,0,0,50,0
26722,26722,26722,28384,7,32,2,1,2,1,32,3.0,3,0,0,47,0
51541,51541,51541,74735,7,31,0,1,0,6,29,1.0,9,0,0,45,0
11663,11663,11663,54374,7,33,0,1,2,2,30,3.0,5,0,0,47,0
4890,4890,4890,26438,8,14,2,1,2,1,30,4.0,2,0,0,77,0
20790,20790,20790,47595,4,25,0,1,2,1,39,5.0,7,1,0,57,1
22253,22253,22253,40461,7,11,2,1,2,1,43,4.0,7,0,0,52,0
31936,31936,31936,56349,7,15,2,1,2,1,48,3.0,5,0,0,46,0
38833,38833,38833,44668,5,8,0,0,2,1,32,5.0,5,1,0,69,0
42971,42971,42971,25637,8,14,0,1,0,1,26,2.0,1,0,0,83,0
34335,34335,34335,55715,7,4,0,1,0,1,31,4.0,4,1,0,49,1
23548,23548,23548,11930,7,11,0,1,0,1,51,2.0,3,1,0,49,1
19256,19256,19256,14611,6,11,0,1,0,1,38,5.0,9,1,0,84,0
45358,45358,45358,19140,0,14,0,1,0,2,32,5.0,7,1,0,86,0
49622,49622,49622,9268,7,20,0,1,2,1,25,3.0,2,0,0,48,0
28057,28057,28057,6994,7,10,2,0,0,1,36,1.0,10,0,0,52,0
13287,13287,13287,36817,4,2,2,0,0,2,39,3.0,7,1,0,56,1
19304,19304,19304,6527,4,31,2,1,0,1,35,3.0,8,0,0,58,0
29739,29739,29739,50654,4,2,2,1,2,1,45,3.0,16,0,0,58,0
13129,13129,13129,15528,4,14,0,1,0,2,28,4.0,2,1,1,62,0
24232,24232,24232,73253,4,14,2,1,0,1,32,3.0,2,0,0,60,0
7496,7496,7496,60492,5,31,2,1,2,1,39,1.0,4,0,0,71,0
10902,10902,10902,16862,8,17,0,0,0,1,29,3.0,1,0,0,72,0
5431,5431,5431,47593,8,8,0,0,2,1,32,5.0,3,1,0,80,0
5469,5469,5469,15223,1,20,0,1,0,1,30,3.0,5,1,0,62,0
5636,5636,5636,12684,8,8,0,1,0,1,26,5.0,4,1,0,84,1
2719,2719,2719,17681,7,31,0,1,0,1,30,4.0,5,1,0,65,1
4384,4384,4384,61500,2,25,0,0,0,1,33,3.0,2,0,0,55,0
14929,14929,14929,59756,7,12,0,1,0,1,26,4.0,1,1,0,50,1
36831,36831,36831,74382,4,14,0,0,0,1,31,3.0,3,1,0,61,0
3789,3789,3789,52601,7,28,0,1,0,1,41,3.0,3,0,0,49,0
25984,25984,25984,75536,7,11,2,1,2,1,47,5.0,15,0,0,50,0
11781,11781,11781,6247,7,11,0,1,0,4,33,5.0,6,0,0,49,0
50807,50807,50807,21275,7,11,0,1,0,2,38,2.0,4,0,0,49,0
15997,15997,15997,32841,7,11,0,0,2,1,31,5.0,4,1,0,56,0
93,93,93,44523,2,11,2,1,0,1,47,3.0,7,0,0,44,0
27027,27027,27027,16561,7,31,0,1,2,1,26,3.0,1,1,0,49,0
24536,24536,24536,54100,7,14,0,1,0,2,26,4.0,4,0,0,49,0
36089,36089,36089,12801,7,16,0,0,0,1,31,3.0,4,0,0,50,0
45771,45771,45771,31996,7,11,0,1,2,1,37,5.0,4,0,0,48,0
29899,29899,29899,63639,7,4,0,1,2,1,31,2.0,4,0,0,49,0
31681,31681,31681,2291,5,7,0,1,0,1,29,3.0,3,0,0,68,0
35391,35391,35391,16526,4,11,0,1,0,3,32,4.0,4,1,0,60,0
24357,24357,24357,162,7,20,2,0,0,3,31,1.0,5,1,0,49,0
26521,26521,26521,63578,0,15,0,1,0,1,29,3.0,6,0,0,80,0
16423,16423,16423,66988,4,3,2,0,0,1,34,4.0,3,0,0,59,0
54488,54488,54488,43517,0,19,0,1,0,1,32,1.0,4,0,0,86,0
13040,13040,13040,63217,8,11,0,1,1,2,29,5.0,3,1,0,82,0
53322,53322,53322,65051,8,31,2,0,2,1,42,2.0,7,0,0,84,0
47210,47210,47210,59627,4,30,0,0,2,1,27,1.0,3,1,0,62,0
4997,4997,4997,42463,0,14,0,0,2,1,34,3.0,5,0,0,82,0
49801,49801,49801,73920,5,11,0,1,2,1,28,3.0,1,0,0,66,0
43422,43422,43422,11191,2,11,0,0,0,1,59,4.0,14,0,0,50,0
46171,46171,46171,57849,0,31,0,1,2,1,31,3.0,7,0,0,83,0
27123,27123,27123,39867,5,30,0,0,2,1,25,2.0,1,0,0,73,0
24569,24569,24569,66211,4,14,0,1,0,1,24,3.0,1,0,0,60,0
34976,34976,34976,37269,4,18,2,0,0,1,45,5.0,10,0,0,59,0
11665,11665,11665,18383,0,22,0,1,0,1,29,5.0,2,1,0,85,0
3044,3044,3044,59471,8,31,0,1,2,1,41,5.0,9,1,0,84,0
60,60,60,17673,7,28,2,1,0,1,50,4.0,17,1,0,47,1
45723,45723,45723,59115,5,31,2,0,2,1,39,2.0,4,0,0,72,0
52605,52605,52605,40192,7,31,0,1,2,1,42,4.0,7,1,0,64,1
14589,14589,14589,75962,7,6,0,1,0,1,24,5.0,3,0,0,45,0
4119,4119,4119,64248,7,9,0,1,2,1,28,3.0,1,0,0,49,0
51012,51012,51012,4532,7,31,2,1,0,1,48,1.0,19,0,0,52,0
7402,7402,7402,42553,7,29,0,1,2,1,35,3.0,8,0,0,53,0
27015,27015,27015,33591,7,33,0,1,0,1,33,3.0,4,1,0,49,0
37587,37587,37587,36714,0,17,0,1,0,1,27,3.0,1,0,0,85,0
11398,11398,11398,31575,5,31,0,0,0,1,34,5.0,6,1,0,67,0
54095,54095,54095,71717,7,14,2,0,2,1,32,3.0,3,0,0,51,0
9506,9506,9506,23845,7,31,2,1,0,1,39,3.0,8,0,0,52,0
34293,34293,34293,45337,6,14,2,1,0,1,29,1.0,4,0,0,84,0
13483,13483,13483,43625,7,31,0,1,2,2,28,3.0,1,0,0,44,0
42670,42670,42670,28817,7,31,2,0,0,1,35,1.0,5,0,0,53,0
36881,36881,36881,19651,8,14,0,1,0,2,26,3.0,1,1,0,78,0
47674,47674,47674,39591,3,11,1,0,2,1,26,3.0,1,0,0,60,0
39534,39534,39534,4885,8,4,0,1,2,1,38,1.0,7,0,0,80,0
30799,30799,30799,53107,7,17,2,1,2,1,37,5.0,2,1,0,49,0
38770,38770,38770,29798,4,33,0,1,0,1,25,4.0,3,0,0,63,0
11687,11687,11687,57003,6,14,0,1,0,2,29,5.0,2,0,0,88,0
25428,25428,25428,3526,4,6,0,0,2,1,53,4.0,3,1,0,60,0
